mode,pattern,io_size_kib,threads,n,throughput_gibs_mean,throughput_gibs_std,throughput_gibs_min,throughput_gibs_max,avg_lat_us_mean,avg_lat_us_std,avg_lat_us_min,avg_lat_us_max,iops_mean,iops_std,iops_min,iops_max,active_cores_mean,active_cores_std,active_cores_min,active_cores_max,total_cpu_pct_mean,total_cpu_pct_std,total_cpu_pct_min,total_cpu_pct_max,gdsio_cpu_pct_mean,gdsio_cpu_pct_std,gdsio_cpu_pct_min,gdsio_cpu_pct_max,gdsio_usr_pct_mean,gdsio_usr_pct_std,gdsio_usr_pct_min,gdsio_usr_pct_max,gdsio_sys_pct_mean,gdsio_sys_pct_std,gdsio_sys_pct_min,gdsio_sys_pct_max,dram_read_mibs_mean,dram_read_mibs_std,dram_read_mibs_min,dram_read_mibs_max,dram_write_mibs_mean,dram_write_mibs_std,dram_write_mibs_min,dram_write_mibs_max,ssd_r_mbs_mean,ssd_r_mbs_std,ssd_r_mbs_min,ssd_r_mbs_max,ssd_w_mbs_mean,ssd_w_mbs_std,ssd_w_mbs_min,ssd_w_mbs_max,ssd_r_await_ms_mean,ssd_r_await_ms_std,ssd_r_await_ms_min,ssd_r_await_ms_max,ssd_w_await_ms_mean,ssd_w_await_ms_std,ssd_w_await_ms_min,ssd_w_await_ms_max,ssd_aqu_sz_mean,ssd_aqu_sz_std,ssd_aqu_sz_min,ssd_aqu_sz_max,ssd_util_pct_mean,ssd_util_pct_std,ssd_util_pct_min,ssd_util_pct_max
cpu,rand,128,16,3,6.931739333333334,0.00018215469616034721,6.931529,6.931845,281.76487033333336,0.00755160223617233,281.760463,281.77359,56460.447222222225,132.7411286880218,56315.675,56576.433333333334,11.0,1.7320508075688772,9.0,12.0,1207.3058333333333,123.10115139188152,1068.52675,1303.3255833333333,114.32725988700565,1.3002715236223354,113.45762711864407,115.82203389830508,79.2831638418079,0.5332194051446284,78.7393220338983,79.80508474576271,35.04409604519774,0.9348584698302871,34.152542372881356,36.016949152542374,2266.171893333333,3349.874659881707,309.28831999999994,6134.18376,3104.7430666666664,3464.1564094623745,775.0995999999999,7085.5815999999995,6976.311939615885,1.172260072017579,6975.5913469238285,6977.664583333333,0.0,0.0,0.0,0.0,0.2556111111111111,9.622504486492703e-05,0.2555,0.25566666666666665,0.0,0.0,0.0,0.0,14.6535,0.015314073048452271,14.635916666666667,14.663916666666667,98.28422222222223,0.015386306441966731,98.27258333333333,98.30166666666668
cpu,rand,256,16,3,6.936775,0.0004522245017688694,6.936253,6.937048,563.1203556666667,0.03653607702440168,563.098044,563.16252,28293.208333333332,49.50140359962723,28244.666666666668,28343.616666666665,13.333333333333334,0.5773502691896257,13.0,14.0,1193.3120277777778,53.013418700961296,1148.0518333333332,1251.6360833333333,80.81073446327683,0.7945037663840366,79.90677966101696,81.39830508474576,55.8728813559322,0.3771900522757261,55.440677966101696,56.13559322033898,24.937853107344633,0.4181268105311557,24.466101694915253,25.26271186440678,3336.5945333333334,19.992778442520983,3315.28512,3354.93968,4303.277333333333,118.95826385133493,4199.19352,4432.9464800000005,6985.484027777778,3.9845112086375036,6981.595833333334,6989.558333333333,0.0,0.0,0.0,0.0,0.5323333333333333,0.0033860416089849734,0.5285833333333334,0.5351666666666667,0.0,0.0,0.0,0.0,14.987194444444444,0.015167887618742801,14.971916666666667,15.00225,100.36027777777777,3.5011123563064137,98.28333333333333,104.40249999999999
cpu,rand,512,16,3,6.9386573333333335,0.0001874628852155721,6.938441,6.938772,1125.9347486666668,0.03073584910706371,1125.916136,1125.970225,14183.113888888889,9.452036572631824,14173.416666666666,14192.3,12.666666666666666,1.1547005383792515,12.0,14.0,1167.5385277777777,40.328549341138476,1137.5290833333333,1213.3809999999999,64.39649717514123,0.17257711126221237,64.2457627118644,64.58474576271186,44.817937853107345,0.12628279816173765,44.71186440677966,44.95762711864407,19.578531073446328,0.04673583470651529,19.533898305084747,19.627118644067796,4017.8619200000003,887.9189513847275,3473.35312,5042.46776,5383.916746666667,186.16652880815028,5202.60408,5574.584400000001,6986.724999999999,3.333677065610699,6982.966666666666,6989.325,0.0,0.0,0.0,0.0,1.0677777777777777,0.005006477285958104,1.062,1.0708333333333333,0.0,0.0,0.0,0.0,15.164250000000001,0.006016181882592311,15.157416666666668,15.16875,100.08361111111111,3.0671277204745944,98.27833333333334,103.625
cpu,rand,1024,16,3,6.887576666666667,0.002247029668992787,6.885323,6.889817,2268.5679473333334,0.7381268637884228,2267.831525,2269.307767,7026.991666666667,28.94030254007556,6995.225,7051.858333333334,9.666666666666666,1.1547005383792515,9.0,11.0,1075.891361111111,85.99615843294707,996.2149999999999,1167.0529999999999,84.46892655367232,4.777875112117948,81.17796610169492,89.94915254237289,44.559322033898304,2.449680313787638,42.44915254237288,47.24576271186441,39.909604519774014,2.429120666908502,38.29661016949152,42.70338983050848,2865.9437866666667,31.32343813020117,2843.1603999999998,2901.66336,6331.572026666667,242.5785803165229,6052.11888,6487.84616,6928.289356146918,4.794255371681161,6923.4973836263025,6933.085891113281,0.0,0.0,0.0,0.0,2.093916666666667,0.009260129588726306,2.0834166666666665,2.100916666666667,0.0,0.0,0.0,0.0,26.805805555555555,0.8457828898477788,25.91875,27.603166666666667,98.23425,0.036666666666668846,98.19758333333333,98.27091666666666
cpu,rand,2048,16,3,6.860851,0.0029448044077660155,6.857452,6.862634,4580.141067333333,7.09262412537967,4575.15577,4588.26092,3495.8194444444443,6.024223862718485,3489.4666666666667,3501.45,10.333333333333334,2.516611478423583,8.0,13.0,1205.7008611111112,82.5089338264825,1112.558,1269.6225,92.15567796610169,6.041090033668306,86.00847457627118,98.08474576271186,50.00274011299435,1.319952975311401,48.66949152542373,51.30898305084746,42.15290960451978,4.721290542750408,37.33898305084746,46.77576271186441,5013.581333333333,9.929117665479879,5003.193439999999,5022.9772,6627.443066666667,76.02428884155661,6540.1312800000005,6678.984479999999,6901.058083658854,2.208889070346846,6898.549153645833,6902.710221354167,0.0,0.0,0.0,0.0,3.709277777777778,0.053936777118455244,3.6736666666666666,3.771333333333333,0.0,0.0,0.0,0.0,39.873222222222225,1.8774569704592297,38.36266666666666,41.975166666666674,98.22697222222222,0.011633981994015954,98.21508333333333,98.23833333333333
cpu,rand,4096,16,3,6.852781,0.010859421301339886,6.846427,6.86532,9665.528193,222.69603698187862,9427.034077,9868.045548,1751.6138888888888,3.4103023380687207,1748.0166666666667,1754.8,8.333333333333334,1.1547005383792515,7.0,9.0,999.4314166666667,176.97055078441016,795.1371666666666,1105.6369166666666,91.02381355932204,13.557796684065517,76.35889830508475,103.10169491525424,46.47485875706215,3.125970144537052,43.40330508474577,49.652542372881356,44.54889830508475,10.508905570371565,32.95550847457627,53.44915254237288,6203.524373333333,174.71083583256674,6061.69528,6398.68568,6825.465546666666,8.613857319582758,6817.01912,6834.2375999999995,6890.691455457899,11.116533610555082,6883.019368489583,6903.43994140625,0.0,0.0,0.0,0.0,6.968694444444444,0.1850405048250947,6.84425,7.181333333333333,0.0,0.0,0.0,0.0,65.38022222222222,2.9021133886136155,62.66233333333333,68.43683333333334,98.19530555555556,0.01949721015181166,98.17416666666666,98.21258333333334
cpu,seq,4,1,3,0.302257,0.012052662610394435,0.292537,0.315743,12.633865333333333,0.4956263274245358,12.081626,13.040059,79053.625,3097.299561445954,76650.49166666667,82549.09166666666,0.0,0.0,0.0,0.0,106.73277777777777,0.5676908412188049,106.23924999999998,107.35316666666667,61.91022598870057,0.8349487937436051,61.08822033898305,62.75754237288136,47.45920903954802,0.6039385022877972,46.80084745762712,47.98754237288136,14.450932203389831,0.2762786340890699,14.28728813559322,14.769915254237288,472.78576,3.5873885829109993,469.646,476.69568000000004,630.95104,163.944939085604,441.71192,729.9705600000001,304.334016140408,11.971092437144899,294.7616896158854,317.75643888346355,0.0,0.0,0.0,0.0,0.005277777777777778,0.0014914881954065336,0.004,0.006916666666666667,0.0,0.0,0.0,0.0,0.38425,0.007542011962629339,0.3766666666666667,0.39175,36.49263888888889,1.754510707222747,34.466833333333334,37.525333333333336
cpu,seq,4,2,3,0.4926956666666667,0.01719225128752291,0.472874,0.503555,15.498510333333334,0.5529358724276566,15.151067,16.136129,128854.38888888889,4442.729977089383,123725.1,131494.175,1.0,0.0,1.0,1.0,204.13783333333333,0.49281420462256176,203.6825,204.66108333333332,115.9082768361582,3.3469610362544597,113.58372881355932,119.74440677966102,86.23279661016949,3.779531322354911,83.78110169491525,90.58542372881355,29.675480225988704,0.4661165662753413,29.15898305084746,30.06483050847458,879.7029066666666,274.91948757074124,720.4496800000001,1197.152,1156.69744,3.016919219071032,1153.30512,1159.07984,495.6381629503038,17.318335769186533,475.66857592773437,506.53753255208335,0.0,0.0,0.0,0.0,0.009972222222222223,4.811252243246952e-05,0.009916666666666666,0.01,0.0,0.0,0.0,0.0,0.8418611111111112,0.03504058493508051,0.8019166666666667,0.8674166666666667,72.77497222222223,4.973381836457339,67.63858333333333,77.56750000000001
cpu,seq,4,4,3,0.842708,0.017198234880359063,0.823895,0.857622,18.115388333333332,0.37090611999579265,17.792707,18.520612,219929.21944444443,4419.189375344996,215330.14166666666,224143.33333333334,1.0,0.0,1.0,1.0,399.3979444444444,0.6126787796529362,398.69483333333335,399.8173333333333,232.8370338983051,1.410947718055243,231.3135593220339,234.09881355932202,162.72254237288135,2.7430372576785076,160.4614406779661,165.77398305084748,70.11454802259887,3.2195486121231287,67.32483050847458,73.63745762711864,1458.1385866666665,38.088859103130645,1414.4076799999998,1484.062,1785.2443466666666,315.2119444461947,1443.87968,2065.29392,848.586535047743,17.148895311646218,829.7377040201823,863.2669744466145,0.0,0.0,0.0,0.0,0.01,8.33333333333337e-05,0.009916666666666666,0.010083333333333333,0.0,0.0,0.0,0.0,1.657361111111111,0.010933617035614449,1.6475833333333334,1.6691666666666665,88.30983333333333,1.1106071381356097,87.28633333333333,89.49074999999999
cpu,seq,4,8,3,1.4383730000000001,0.008199046712880654,1.433364,1.447835,21.223509333333332,0.12076587101219101,21.084202,21.298594,376631.67222222226,2225.6478359671705,375035.43333333335,379174.075,4.666666666666667,0.5773502691896257,4.0,5.0,783.0956111111111,2.176480022200239,781.1205000000001,785.429,447.03138418079095,4.233010693836902,444.1101694915254,451.8858474576271,297.07350282485874,2.1553544978927928,294.59322033898303,298.4916949152542,149.9578813559322,3.592260284079916,146.6064406779661,153.75025423728812,2814.4938666666667,63.22646813516426,2773.0581599999996,2887.2684,3573.3987733333333,25.85525271461379,3546.1969599999998,3597.6552,1448.1564383409288,6.826975936518008,1443.68388671875,1456.0145298665366,0.0,0.0,0.0,0.0,0.010055555555555555,0.00012729376930432906,0.009916666666666666,0.010166666666666666,0.0,0.0,0.0,0.0,3.3809444444444443,0.04645146311932412,3.3280833333333333,3.41525,96.07394444444445,0.05956330277139513,96.00933333333334,96.12666666666668
cpu,seq,4,16,3,1.9836586666666667,0.00795774417365462,1.977025,1.992482,30.776878,0.12292669384230556,30.640888,30.880101,518676.9,1778.340385744348,517368.00833333336,520701.6,10.666666666666666,3.0550504633038935,8.0,14.0,1396.293027777778,1.142983988579099,1394.9740833333335,1396.99375,873.468813559322,2.9355442623721077,870.9105932203389,876.673813559322,533.8685593220339,1.6095603508801828,532.0593220338983,535.1415254237288,339.60016949152543,3.4022900723310885,335.76898305084745,342.26881355932204,8058.986453333334,133.67847661567234,7924.650960000001,8191.99808,7049.183093333333,143.4042354856644,6895.026639999999,7178.62176,1996.3068901909721,5.9773009248400895,1991.0853515625,2002.8265950520833,0.0,0.0,0.0,0.0,0.010083333333333333,8.333333333333283e-05,0.01,0.010166666666666666,0.0,0.0,0.0,0.0,5.317916666666667,0.020302059282523748,5.29725,5.337833333333333,101.49249999999999,3.285390324350117,97.72833333333332,103.78333333333333
cpu,seq,4,32,3,2.489691,0.02236046459714096,2.471188,2.514538,49.03473866666666,0.438909247506057,48.547633,49.399483,651435.338888889,5160.407957201229,646679.6,656922.3916666667,24.666666666666668,1.1547005383792515,24.0,26.0,2275.1124166666664,34.28011756298306,2241.27225,2309.8161666666665,1450.301129943503,16.57882920397526,1431.2876271186442,1461.7372881355932,797.3839830508475,5.7965111393810185,791.017372881356,802.3559322033898,652.9171468926554,10.953434827410916,640.2702542372881,659.3813559322034,10784.531573333334,597.9849606857456,10348.81392,11466.285440000001,10016.652826666666,79.7200992683914,9925.66952,10074.26152,2507.4238440212675,22.06747318874715,2488.80546875,2531.799233886719,0.0,0.0,0.0,0.0,0.010138888888888888,4.8112522432468525e-05,0.010083333333333333,0.010166666666666666,0.0,0.0,0.0,0.0,8.599833333333333,0.16402879151065078,8.472166666666666,8.784833333333333,100.20280555555556,3.360694899964606,98.24258333333334,104.08333333333333
cpu,seq,8,16,3,3.916560666666667,0.0789645813028433,3.825935,3.970571,31.185486333333333,0.6413543748773639,30.744934,31.921292,512531.68611111114,10696.09271245792,500274.875,519977.0333333333,13.333333333333334,1.5275252316519468,12.0,15.0,1460.4021944444446,10.031319987756014,1449.1018333333338,1468.2555,862.5084745762712,2.977653051660756,859.7966101694915,865.6949152542373,551.7570621468926,6.547290751378675,544.2033898305085,555.8050847457627,310.75141242937855,9.339737939488492,304.53389830508473,321.49152542372883,9834.144293333333,753.1854537181289,8967.72192,10332.720079999997,9313.600453333334,52.561541731138355,9270.83656,9372.280560000001,3945.3017232259117,78.61914021441868,3854.8845052083334,3997.5469665527344,0.0,0.0,0.0,0.0,0.01011111111111111,4.8112522432468525e-05,0.010083333333333333,0.010166666666666666,0.0,0.0,0.0,0.0,6.0424999999999995,0.07596271015000197,5.954833333333334,6.088833333333333,101.91280555555556,3.1884309101784623,98.25583333333334,104.11008333333334
cpu,seq,16,16,3,6.715033666666667,0.005643642115986219,6.709058,6.720273,36.36090933333333,0.032037490137860516,36.32908,36.393151,439153.9972222222,690.3739787815723,438480.0,439859.6583333333,17.333333333333332,1.1547005383792515,16.0,18.0,1552.286861111111,5.457841621830166,1548.1736666666666,1558.4785833333333,795.438813559322,14.659380075910333,778.5970338983051,805.3305084745763,567.7335875706215,13.79884139506345,555.3682203389831,582.6186440677966,227.70522598870056,8.205137047934691,222.71186440677965,237.175,12544.57848,1802.4364196532897,10583.90984,14129.57048,12897.190826666667,598.2338928547451,12223.72936,13367.041919999998,6764.340089979383,5.443607470166294,6758.795442708333,6769.676692708334,0.0,0.0,0.0,0.0,0.019944444444444445,4.811252243246752e-05,0.01991666666666667,0.02,0.0,0.0,0.0,0.0,7.88875,0.1159763206195325,7.790083333333333,8.0165,102.11447222222222,3.2513454910720907,98.38175,104.32916666666667
cpu,seq,32,16,3,6.9052956666666665,0.00012902067017885757,6.905168,6.905426,70.71101233333333,0.0013143045055599128,70.709682,70.71231,225809.09722222222,234.96094789780403,225616.20833333334,226070.775,17.666666666666668,2.516611478423583,15.0,20.0,1583.5305277777777,0.4545977032050053,1583.0211666666667,1583.8950833333333,326.2222033898305,3.0779909081636996,323.03389830508473,329.17652542372883,224.19387005649716,0.6073700750156514,223.64406779661016,224.84584745762712,102.02833333333334,2.487517868773454,99.38983050847457,104.3306779661017,952.5378400000001,68.88854686448833,895.35096,1029.01528,1158.7932533333335,320.1173097535573,794.37536,1394.6192800000001,6955.557060248481,1.8842693749336559,6953.459408528646,6957.10625,0.0,0.0,0.0,0.0,0.059277777777777776,4.811252243247153e-05,0.05925,0.059333333333333335,0.0,0.0,0.0,0.0,12.655555555555555,0.03327592278265198,12.620833333333334,12.687166666666666,98.36733333333333,0.02788854304787944,98.33591666666666,98.38916666666667
cpu,seq,64,16,3,6.9218383333333335,0.00020328879293609388,6.921716,6.922073,141.08400066666667,0.004141386281588819,141.07922,141.086491,113059.15277777778,163.2404681438197,112910.175,113233.65,13.333333333333334,0.5773502691896257,13.0,14.0,1432.6162777777777,73.82169454871637,1347.3745,1475.38575,183.01717514124294,3.607777138949196,179.04237288135593,186.08474576271186,126.4822033898305,2.7121534538754606,123.36440677966101,128.29661016949152,56.53497175141243,1.1094637468666628,55.67796610169491,57.78813559322034,3681.9973333333332,2781.2700852741214,470.82935999999995,5329.575039999999,5091.505413333332,3719.6097183535594,796.5706400000001,7264.4272,6972.445666585287,0.5100682160627319,6972.1359375,6973.034375,0.0,0.0,0.0,0.0,0.1264722222222222,0.0002405626121623496,0.12633333333333333,0.12675,0.0,0.0,0.0,0.0,14.01225,0.0340417431659685,13.985833333333334,14.050666666666666,102.13947222222222,3.2713197837134174,98.38000000000001,104.3375
